road	R241
km	27.743
type	Box Culvert
lrpName	LRP027a
name	EKOR CHAI BOX CULVERT
length	19.9
condition	D
structureNr	114994
est cost	3.2
roadName	Auskandi-Raniganj-Jagannathpur-Pagla Road
chainage	27.743
width	10.1
constructionYear	2001
spans	3
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Chattak
lat	91.5423888888889
lon	24.786833333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114994&vRoadID=98&vSurveyYear=2004&vSubdivID=556
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114994&vRoadID=98&vSurveyYear=2004&vSubdivID=556
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114994&vRoadID=98&vSurveyYear=2004&vSubdivID=556
