road	R241
km	38.833
type	RCC Girder Bridge
lrpName	LRP038c
name	Chairya Bridge
length	62.5
condition	C
structureNr	119952
est cost	5.67
roadName	Auskandi-Raniganj-Jagannathpur-Pagla Road
chainage	38.833
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Chattak
lat	24.876799009137056
lon	91.49075438443316
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119952&vRoadID=98&vSurveyYear=2013&vSubdivID=556
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119952&vRoadID=98&vSurveyYear=2013&vSubdivID=556
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119952&vRoadID=98&vSurveyYear=2013&vSubdivID=556
