road	Z1636
km	2.721
type	RCC Girder Bridge
lrpName	LRP002d
name	MEHERPAR RCC GIDER BRIDGE
length	5.4
condition	D
structureNr	113995
est cost	13.98
roadName	Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road)
chainage	2.721
width	3.5
constructionYear	1980
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.42763888888889
lon	92.06494444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113995&vRoadID=309&vSurveyYear=2004&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113995&vRoadID=309&vSurveyYear=2004&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113995&vRoadID=309&vSurveyYear=2004&vSubdivID=269
