road	R545
km	116.535
type	RCC Girder Bridge
lrpName	LRP115c
name	Mongle bari kuthibari Bridge
length	75.51
condition	D
structureNr	119432
est cost	1
roadName	Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road
chainage	116.535
width	
constructionYear	
spans	
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.107079614184396
lon	88.98731879042553
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119432&vRoadID=124&vSurveyYear=2013&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119432&vRoadID=124&vSurveyYear=2013&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119432&vRoadID=124&vSurveyYear=2013&vSubdivID=589
