road	Z2811
km	3.81
type	Box Culvert
lrpName	LRP002c
name	.
length	4
condition	A
structureNr	117461
est cost	0
roadName	Dowarabazar-Sunamganj Road
chainage	3.81
width	4
constructionYear	1993
spans	1
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Sunamganj
lat	25.05138888888889
lon	91.52333333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117461&vRoadID=419&vSurveyYear=2006&vSubdivID=557
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117461&vRoadID=419&vSurveyYear=2006&vSubdivID=557
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117461&vRoadID=419&vSurveyYear=2006&vSubdivID=557
