road	Z5032
km	9.46
type	RCC Girder Bridge
lrpName	LRP009e
name	
length	10.2
condition	A
structureNr	119478
est cost	0.01
roadName	Bogra-Sariakandi Road
chainage	9.46
width	
constructionYear	
spans	
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Sherpur (Bogra)
lat	24.880133025
lon	89.4528889
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119478&vRoadID=635&vSurveyYear=2013&vSubdivID=292
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119478&vRoadID=635&vSurveyYear=2013&vSubdivID=292
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119478&vRoadID=635&vSurveyYear=2013&vSubdivID=292
