road	R251
km	9.433
type	Box Culvert
lrpName	LRP009d
name	DAKNIN KENISHIL
length	5
condition	B
structureNr	102815
est cost	0.56
roadName	Golapganj-Dhaka Dakhin-Baraigram-Vadeswar Road
chainage	9.433
width	7.3
constructionYear	1968
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Golapganj
lat	24.787222222222223
lon	92.03316666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102815&vRoadID=100&vSurveyYear=2004&vSubdivID=562
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102815&vRoadID=100&vSurveyYear=2004&vSubdivID=562
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102815&vRoadID=100&vSurveyYear=2004&vSubdivID=562
