road	N309
km	2.835
type	Box Culvert
lrpName	LRP002c
name	DEGERKAMDA CULVERT
length	19.1
condition	A
structureNr	107567
est cost	0
roadName	Mymensingh Town By-Pass Road
chainage	2.835
width	12.15
constructionYear	1999
spans	3
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.719055555555553
lon	90.41094444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107567&vRoadID=22&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107567&vRoadID=22&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107567&vRoadID=22&vSurveyYear=2004&vSubdivID=530
