road	Z5613
km	39.703
type	RCC Girder Bridge
lrpName	LRP039c
name	.
length	9.3
condition	B
structureNr	113711
est cost	0.07
roadName	Gaibandah-Sunderganj-Pirgachha (Kadamtali) Road
chainage	39.703
width	4.3
constructionYear	1988
spans	1
zone	Rangpur
circle	Bogra
division	Gaibanda
sub-division	Gaibanda
lat	25.54363888888889
lon	89.47486111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113711&vRoadID=611&vSurveyYear=2004&vSubdivID=294
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113711&vRoadID=611&vSurveyYear=2004&vSubdivID=294
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113711&vRoadID=611&vSurveyYear=2004&vSubdivID=294
