road	Z3603
km	13.796
type	Slab Culvert
lrpName	LRP013e
name	SOKUA(2)
length	1.2
condition	A
structureNr	112876
est cost	0
roadName	Kishoreganj-Karimganj-Chamraghat-Mithamain Road
chainage	13.796
width	5.66
constructionYear	1998
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Kishoreganj
lat	24.468027777777777
lon	90.9051388888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112876&vRoadID=270&vSurveyYear=2004&vSubdivID=527
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112876&vRoadID=270&vSurveyYear=2004&vSubdivID=527
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112876&vRoadID=270&vSurveyYear=2004&vSubdivID=527
