road	N208
km	20.291
type	Box Culvert
lrpName	LRP020d
name	TAI JURI BOX CULVERT
length	14
condition	B
structureNr	100170
est cost	0.15
roadName	Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road
chainage	20.291
width	11.4
constructionYear	1995
spans	3
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.57286111111111
lon	91.88894444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100170&vRoadID=16&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100170&vRoadID=16&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100170&vRoadID=16&vSurveyYear=2004&vSubdivID=554
