road	N208
km	1.303
type	RCC Girder Bridge
lrpName	LRP001a
name	BRIDGE OVER TURAG RIVER(L)
length	51
condition	B
structureNr	100277
est cost	0.64
roadName	Moulvibazar-Rajnagar-Fenchuganj-Sylhet Road
chainage	1.303
width	6.95
constructionYear	1987
spans	3
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.47522222222222
lon	91.77588888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100277&vRoadID=16&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100277&vRoadID=16&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100277&vRoadID=16&vSurveyYear=2004&vSubdivID=554
