road	Z5504
km	0.59
type	Box Culvert
lrpName	LRPSc
name	.
length	4
condition	A
structureNr	115223
est cost	0
roadName	Joypurhat By-Pass Road
chainage	0.59
width	6.5
constructionYear	1998
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.097777777777775
lon	89.07097222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115223&vRoadID=652&vSurveyYear=2006&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115223&vRoadID=652&vSurveyYear=2006&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115223&vRoadID=652&vSurveyYear=2006&vSubdivID=589
