road	Z5504
km	0.81
type	Box Culvert
lrpName	LRPSd
name	.
length	4
condition	A
structureNr	115224
est cost	0
roadName	Joypurhat By-Pass Road
chainage	0.81
width	6.5
constructionYear	1998
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.09911111111111
lon	89.06930555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115224&vRoadID=652&vSurveyYear=2006&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115224&vRoadID=652&vSurveyYear=2006&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115224&vRoadID=652&vSurveyYear=2006&vSubdivID=589
