road	Z5504
km	0.01
type	Slab Culvert
lrpName	LRPSa
name	.
length	4
condition	A
structureNr	115219
est cost	0
roadName	Joypurhat By-Pass Road
chainage	0.01
width	4.5
constructionYear	1985
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.09488888888889
lon	89.0756111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115219&vRoadID=652&vSurveyYear=2006&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115219&vRoadID=652&vSurveyYear=2006&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115219&vRoadID=652&vSurveyYear=2006&vSubdivID=589
