road	Z6019
km	10.399
type	RCC Girder Bridge
lrpName	LRP010a
name	.
length	95.32
condition	B
structureNr	107019
est cost	0.06
roadName	Puthia-Arani-Bagha Road
chainage	10.399
width	6
constructionYear	1996
spans	7
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-2
lat	24.28888888888889
lon	88.85722222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107019&vRoadID=595&vSurveyYear=2004&vSubdivID=304
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107019&vRoadID=595&vSurveyYear=2004&vSubdivID=304
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107019&vRoadID=595&vSurveyYear=2004&vSubdivID=304
