road	R549
km	0.452
type	Baily with Steel Deck
lrpName	LRPSa
name	Badalgachi Baily Bridge
length	74
condition	C
structureNr	100366
est cost	1.5
roadName	Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road
chainage	0.452
width	5
constructionYear	1980
spans	3
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.968055555555555
lon	88.90527777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100366&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100366&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100366&vRoadID=128&vSurveyYear=2004&vSubdivID=305
