road	R549
km	11.957
type	Slab Culvert
lrpName	LRP012a
name	.
length	1.6
condition	D
structureNr	100504
est cost	6.2
roadName	Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road
chainage	11.957
width	5.4
constructionYear	1968
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	25.038333333333334
lon	88.97333333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100504&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100504&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100504&vRoadID=128&vSurveyYear=2004&vSubdivID=305
