road	R549
km	5.82
type	Slab Culvert
lrpName	LRP005b
name	.
length	2.3
condition	A
structureNr	100478
est cost	0
roadName	Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road
chainage	5.82
width	5.2
constructionYear	1985
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.998333333333335
lon	88.94083333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100478&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100478&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100478&vRoadID=128&vSurveyYear=2004&vSubdivID=305
