road	R549
km	4.519
type	Box Culvert
lrpName	LRP004b
name	.
length	3
condition	B
structureNr	100475
est cost	0.01
roadName	Badalgachhi-Paharpur-Joypurhat (Khanjanpur) Road
chainage	4.519
width	8.3
constructionYear	1980
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.988611111111112
lon	88.93527777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100475&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100475&vRoadID=128&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100475&vRoadID=128&vSurveyYear=2004&vSubdivID=305
