road	N204
km	21.41
type	Truss with RCC Slab
lrpName	LRP025c
name	CHANDPUR STEEL BEAM AND RCC SLAB
length	39.4
condition	A
structureNr	104042
est cost	0
roadName	Jagadishpur-Chunarughat-Shaistaganj (old part)
chainage	21.41
width	9.48
constructionYear	1998
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.173000000000002
lon	91.50202777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104042&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104042&vRoadID=12&vSurveyYear=2004&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104042&vRoadID=12&vSurveyYear=2004&vSubdivID=552
