road	N204
km	16.284
type	RCC Girder Bridge
lrpName	LRP019b
name	Ram Bhanga Bridge
length	50
condition	A
structureNr	120979
est cost	0.155
roadName	Jagadishpur-Chunarughat-Shaistaganj (old part)
chainage	16.284
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.0013333 
lon	91.4771938 
estimated Location	road_chainage
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120979&vRoadID=12&vSurveyYear=2013&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120979&vRoadID=12&vSurveyYear=2013&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120979&vRoadID=12&vSurveyYear=2013&vSubdivID=552
