road	N204
km	0.806
type	Truss with RCC Slab
lrpName	LRP001a
name	Telaria Chara Bridge
length	40
condition	A
structureNr	120977
est cost	0.608
roadName	Jagadishpur-Chunarughat-Shaistaganj (old part)
chainage	0.806
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.1460274 
lon	91.3513056 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120977&vRoadID=12&vSurveyYear=2013&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120977&vRoadID=12&vSurveyYear=2013&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120977&vRoadID=12&vSurveyYear=2013&vSubdivID=552
