road	R281
km	31.894
type	PC Girder Bridge
lrpName	LRP032b
name	Kantinala Bridge
length	74.8
condition	B
structureNr	121653
est cost	0.498
roadName	Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road
chainage	31.894
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.5771382 
lon	92.1083611 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121653&vRoadID=102&vSurveyYear=2013&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121653&vRoadID=102&vSurveyYear=2013&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121653&vRoadID=102&vSurveyYear=2013&vSubdivID=553
