road	R281
km	44.287
type	RCC Girder Bridge
lrpName	LRP045d
name	NUKURAI CHARA GIDER BRIDGE
length	24
condition	C
structureNr	100292
est cost	6.76
roadName	Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road
chainage	44.287
width	4
constructionYear	1980
spans	3
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.679277777777777
lon	92.17744444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100292&vRoadID=102&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100292&vRoadID=102&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100292&vRoadID=102&vSurveyYear=2004&vSubdivID=553
