road	Z1812
km	6.818
type	Baily with Steel Deck
lrpName	LRP007e
name	Dolionpara Bridge-3
length	31.8
condition	A
structureNr	121714
est cost	0
roadName	Chimbuk-Ruma Road
chainage	6.818
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.0822493 
lon	92.2836663 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121714&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121714&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121714&vRoadID=353&vSurveyYear=2013&vSubdivID=285
