road	Z1812
km	11.062
type	Baily with Steel Deck
lrpName	LRP012g
name	Bhatchara bridge-1
length	33.54
condition	B
structureNr	121749
est cost	0.033
roadName	Chimbuk-Ruma Road
chainage	11.062
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.067074102564103
lon	92.30528986923078
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121749&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121749&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121749&vRoadID=353&vSurveyYear=2013&vSubdivID=285
