road	Z1812
km	2.247
type	Baily with Steel Deck
lrpName	LRP002d
name	Y-JUNCTION
length	14
condition	A
structureNr	102982
est cost	0
roadName	Chimbuk-Ruma Road
chainage	2.247
width	3.5
constructionYear	1986
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.08822222222222
lon	92.26186111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102982&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102982&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102982&vRoadID=353&vSurveyYear=2004&vSubdivID=285
