road	Z1812
km	5.639
type	Baily with Steel Deck
lrpName	LRP006c
name	Y junction Bridge-12
length	24.3
condition	B
structureNr	121709
est cost	0.606
roadName	Chimbuk-Ruma Road
chainage	5.639
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.0840552 
lon	92.2798327 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121709&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121709&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121709&vRoadID=353&vSurveyYear=2013&vSubdivID=285
