road	Z1812
km	16.638
type	Baily with Steel Deck
lrpName	LRP018i
name	Koikhonjhiri Bridge-5
length	18.5
condition	B
structureNr	121761
est cost	0.1
roadName	Chimbuk-Ruma Road
chainage	16.638
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.05934064047619
lon	92.10756642380957
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121761&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121761&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121761&vRoadID=353&vSurveyYear=2013&vSubdivID=285
