road	Z1812
km	16.538
type	Baily with Steel Deck
lrpName	LRP018g
name	KONGKHONJIRI
length	15
condition	A
structureNr	103026
est cost	0
roadName	Chimbuk-Ruma Road
chainage	16.538
width	3.4
constructionYear	1985
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.060166666666667
lon	92.34713888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103026&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103026&vRoadID=353&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103026&vRoadID=353&vSurveyYear=2004&vSubdivID=285
