road	Z1812
km	7.042
type	Baily with Steel Deck
lrpName	LRP007i
name	Dolionpara Bridge-5
length	18.1
condition	B
structureNr	121744
est cost	0.23
roadName	Chimbuk-Ruma Road
chainage	7.042
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.082752066666668
lon	92.28128361333333
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121744&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121744&vRoadID=353&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121744&vRoadID=353&vSurveyYear=2013&vSubdivID=285
