road	Z8062
km	5.72
type	Steel Beam & RCC Slab
lrpName	LRP005d
name	
length	22.6
condition	C
structureNr	119228
est cost	0.373
roadName	Pir Moazzem Hossain (Baisakia)- Rajapur (Mirerhat) Road
chainage	5.72
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.5214438 
lon	90.1696104 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119228&vRoadID=781&vSurveyYear=2013&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119228&vRoadID=781&vSurveyYear=2013&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119228&vRoadID=781&vSurveyYear=2013&vSubdivID=584
