road	N706
km	14.604
type	Box Culvert
lrpName	LRP014d
name	.
length	3.6
condition	A
structureNr	104385
est cost	0
roadName	Jessore (Daratana More)-Benapole Road
chainage	14.604
width	12.33
constructionYear	2002
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.098888888888887
lon	89.09694444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104385&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104385&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104385&vRoadID=55&vSurveyYear=2004&vSubdivID=323
