road	N706
km	14.349
type	RCC Girder Bridge
lrpName	LRP014b
name	Kapotakkha Bridge.
length	118.67
condition	C
structureNr	104382
est cost	9.6
roadName	Jessore (Daratana More)-Benapole Road
chainage	14.349
width	7.35
constructionYear	1998
spans	7
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.1
lon	89.09916666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104382&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104382&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104382&vRoadID=55&vSurveyYear=2004&vSubdivID=323
