road	N706
km	21.951
type	Box Culvert
lrpName	LRP021b
name	.
length	3.6
condition	A
structureNr	104416
est cost	0
roadName	Jessore (Daratana More)-Benapole Road
chainage	21.951
width	11
constructionYear	2002
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.07111111111111
lon	89.035
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104416&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104416&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104416&vRoadID=55&vSurveyYear=2004&vSubdivID=323
