road	N706
km	2.932
type	Box Culvert
lrpName	LRP002d
name	.
length	3.6
condition	A
structureNr	104355
est cost	0
roadName	Jessore (Daratana More)-Benapole Road
chainage	2.932
width	18.56
constructionYear	2002
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.144166666666667
lon	89.19638888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104355&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104355&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104355&vRoadID=55&vSurveyYear=2004&vSubdivID=323
