road	N706
km	19.633
type	Box Culvert
lrpName	LRP019b
name	.
length	6.77
condition	C
structureNr	104409
est cost	0.3
roadName	Jessore (Daratana More)-Benapole Road
chainage	19.633
width	9.82
constructionYear	1998
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.08
lon	89.05527777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104409&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104409&vRoadID=55&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104409&vRoadID=55&vSurveyYear=2004&vSubdivID=323
