road	Z5856
km	0.41
type	Slab Culvert
lrpName	LRPSa
name	.
length	3
condition	A
structureNr	115378
est cost	0
roadName	Panchbibi-Dugdugi-Goraghat Road
chainage	0.41
width	6.5
constructionYear	1990
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.18588888888889
lon	89.02172222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115378&vRoadID=658&vSurveyYear=2006&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115378&vRoadID=658&vSurveyYear=2006&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115378&vRoadID=658&vSurveyYear=2006&vSubdivID=589
