road	Z2823
km	14.582
type	Truss with Steel Deck
lrpName	LRP014a
name	South Sagarnal Bridge
length	30.8
condition	A
structureNr	121738
est cost	0
roadName	Kulaura-Juri-Fultala Road
chainage	14.582
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.475916 
lon	92.1431386 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121738&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121738&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121738&vRoadID=439&vSurveyYear=2013&vSubdivID=553
