road	Z2823
km	9.887
type	Baily with Steel Deck
lrpName	LRP009f
name	Sumai Bazar Bridge
length	21.5
condition	B
structureNr	121735
est cost	0.881
roadName	Kulaura-Juri-Fultala Road
chainage	9.887
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.515418887283236
lon	92.13728874595375
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121735&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121735&vRoadID=439&vSurveyYear=2013&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121735&vRoadID=439&vSurveyYear=2013&vSubdivID=553
