road	Z2823
km	0.862
type	Baily with Steel Deck
lrpName	LRPSd
name	SOUYTHBPUR
length	10.3
condition	A
structureNr	107157
est cost	0
roadName	Kulaura-Juri-Fultala Road
chainage	0.862
width	3.4
constructionYear	1968
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.58722222222222
lon	92.11680555555554
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107157&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107157&vRoadID=439&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107157&vRoadID=439&vSurveyYear=2004&vSubdivID=553
