road	N4
km	23.126
type	Box Culvert
lrpName	LRP023a
name	TANSHIVTRA PUR CULVERT (1)
length	10.4
condition	A
structureNr	107000
est cost	0
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	23.126
width	12.4
constructionYear	2003
spans	2
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	24.0875
lon	90.19680555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107000&vRoadID=23&vSurveyYear=2004&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107000&vRoadID=23&vSurveyYear=2004&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107000&vRoadID=23&vSurveyYear=2004&vSubdivID=514
