road	N4
km	130.737
type	Box Culvert
lrpName	LRP129b
name	ROGHUNATHPUR CULVERT
length	3
condition	A
structureNr	107144
est cost	0
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	130.737
width	11
constructionYear	1974
spans	1
zone	Mymensingh
circle	Jamalpur
division	Jamalpur
sub-division	Jamalpur-1
lat	24.79325
lon	89.93580555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107144&vRoadID=23&vSurveyYear=2004&vSubdivID=524
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107144&vRoadID=23&vSurveyYear=2004&vSubdivID=524
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107144&vRoadID=23&vSurveyYear=2004&vSubdivID=524
