road	N4
km	88.543
type	Box Culvert
lrpName	LRP087a
name	GANGAIL CULVERT
length	2.5
condition	A
structureNr	107074
est cost	0
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	88.543
width	10.3
constructionYear	1980
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Madhupur
lat	24.471805555555555
lon	89.97383333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107074&vRoadID=23&vSurveyYear=2004&vSubdivID=535
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107074&vRoadID=23&vSurveyYear=2004&vSubdivID=535
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107074&vRoadID=23&vSurveyYear=2004&vSubdivID=535
