road	N4
km	21.869
type	PC Girder Bridge
lrpName	LRP022a
name	Shimultoli Bridge
length	50.56
condition	A
structureNr	121320
est cost	0.09
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	21.869
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	24.0921941 
lon	90.209 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121320&vRoadID=23&vSurveyYear=2013&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121320&vRoadID=23&vSurveyYear=2013&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121320&vRoadID=23&vSurveyYear=2013&vSubdivID=514
