road	N4
km	85.38
type	Truss with RCC Slab
lrpName	LRP084b
name	BONDGRAM
length	17.5
condition	C
structureNr	107156
est cost	0.33
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	85.38
width	9.1
constructionYear	1980
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Madhupur
lat	24.45061111111111
lon	89.97977777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107156&vRoadID=23&vSurveyYear=2004&vSubdivID=535
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107156&vRoadID=23&vSurveyYear=2004&vSubdivID=535
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107156&vRoadID=23&vSurveyYear=2004&vSubdivID=535
