road	N4
km	30.131
type	Box Culvert
lrpName	LRP029d
name	DARUA CULVERT-2
length	19.2
condition	A
structureNr	107011
est cost	0
roadName	Joydebpur-Tangail-Jamalpur Road
chainage	30.131
width	10.3
constructionYear	2000
spans	4
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Mirzapur
lat	24.09594444444444
lon	90.13291666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107011&vRoadID=23&vSurveyYear=2004&vSubdivID=536
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107011&vRoadID=23&vSurveyYear=2004&vSubdivID=536
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107011&vRoadID=23&vSurveyYear=2004&vSubdivID=536
