road	Z8408
km	8.31
type	Baily with Steel Deck
lrpName	LRP008e
name	.
length	18.2
condition	A
structureNr	116658
est cost	0
roadName	Borashi-Parkushali-Singerkul-Borni-Tungipara (Shingipara) Road
chainage	8.31
width	4
constructionYear	1999
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	22.962777777777777
lon	89.86916666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116658&vRoadID=422&vSurveyYear=2006&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116658&vRoadID=422&vSurveyYear=2006&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116658&vRoadID=422&vSurveyYear=2006&vSubdivID=343
