road	Z4615
km	27.408
type	Slab Culvert
lrpName	LRP027c
name	SHANNDA BARI SLAB CULVERT
length	3
condition	A
structureNr	105676
est cost	0
roadName	Bakshiganj-Sanandabari-Char Rajibpur Road
chainage	27.408
width	4
constructionYear	1987
spans	1
zone	Mymensingh
circle	Jamalpur
division	Jamalpur
sub-division	Jamalpur-2
lat	25.38786111111111
lon	89.77827777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105676&vRoadID=288&vSurveyYear=2004&vSubdivID=525
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105676&vRoadID=288&vSurveyYear=2004&vSubdivID=525
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105676&vRoadID=288&vSurveyYear=2004&vSubdivID=525
