road	R360
km	39.797
type	Box Culvert
lrpName	LRP039d
name	RASH PARE BOX CULVERT
length	3
condition	B
structureNr	104649
est cost	0.35
roadName	Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road
chainage	39.797
width	10.15
constructionYear	1973
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.57402777777778
lon	90.67597222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104649&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104649&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104649&vRoadID=113&vSurveyYear=2004&vSubdivID=528
