road	R360
km	36.552
type	Box Culvert
lrpName	LRP036b
name	SARAR BOX CULVERT
length	1.5
condition	B
structureNr	104606
est cost	0.5
roadName	Mymensingh (Raghurampur)-Kishoreganj (Battali)-Bhairab (Bazar) Road
chainage	36.552
width	10.15
constructionYear	1965
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.582472222222222
lon	90.64508333333335
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104606&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104606&vRoadID=113&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104606&vRoadID=113&vSurveyYear=2004&vSubdivID=528
