road	N805
km	3.156
type	Box Culvert
lrpName	LRP003a
name	.
length	12.2
condition	A
structureNr	108376
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	3.156
width	13.55
constructionYear	2004
spans	2
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.399444444444445
lon	89.95472222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108376&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108376&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108376&vRoadID=64&vSurveyYear=2004&vSubdivID=344
