road	N805
km	48.06
type	Box Culvert
lrpName	LRP048a
name	.
length	6.8
condition	A
structureNr	108624
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	48.06
width	12.8
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	23.15888888888889
lon	89.77361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108624&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108624&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108624&vRoadID=64&vSurveyYear=2004&vSubdivID=343
