road	N805
km	24.19
type	PC Girder Bridge
lrpName	LRP024a
name	.
length	105.16
condition	A
structureNr	108513
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	24.19
width	10
constructionYear	2004
spans	3
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.28777777777778
lon	89.81083333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108513&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108513&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108513&vRoadID=64&vSurveyYear=2004&vSubdivID=344
