road	N805
km	24.616
type	Box Culvert
lrpName	LRP024d
name	.
length	1.5
condition	A
structureNr	108516
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	24.616
width	18.5
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.285833333333336
lon	89.80722222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108516&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108516&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108516&vRoadID=64&vSurveyYear=2004&vSubdivID=344
