road	N805
km	12.15
type	PC Girder Bridge
lrpName	LRP012a
name	.
length	30
condition	A
structureNr	108449
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	12.15
width	10
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.35638888888889
lon	89.89
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108449&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108449&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108449&vRoadID=64&vSurveyYear=2004&vSubdivID=344
