road	N105
km	40.635
type	Box Culvert
lrpName	LRP041c
name	BOGRA-2
length	3
condition	A
structureNr	114485
est cost	0
roadName	Madanpur (13th Km of N1)-Joydevpur(3rd Km of N4)
chainage	40.635
width	20.8
constructionYear	2002
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	23.977444444444444
lon	90.37538888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114485&vRoadID=5&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114485&vRoadID=5&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114485&vRoadID=5&vSurveyYear=2004&vSubdivID=513
