road	Z2033
km	1.575
type	Box Culvert
lrpName	LRP001b
name	BOX CULVERT
length	1
condition	A
structureNr	114640
est cost	0
roadName	Narsingdi (Arsinagar)-Putia-Shajpur-Bandardia Road
chainage	1.575
width	6.8
constructionYear	1999
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.938861111111112
lon	90.72886111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114640&vRoadID=220&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114640&vRoadID=220&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114640&vRoadID=220&vSurveyYear=2004&vSubdivID=522
