road	R152
km	10.419
type	RCC Girder Bridge
lrpName	LRP010c
name	BORO BIL BOX CULVERT
length	14
condition	C
structureNr	107617
est cost	0.3
roadName	Heako-Ramgarh Road
chainage	10.419
width	4
constructionYear	1978
spans	2
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.964444444444442
lon	91.69561111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107617&vRoadID=80&vSurveyYear=2004&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107617&vRoadID=80&vSurveyYear=2004&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107617&vRoadID=80&vSurveyYear=2004&vSubdivID=271
