road	R152
km	0.131
type	RCC Girder Bridge
lrpName	LRPSa
name	Heako Bridge
length	12.4
condition	D
structureNr	121131
est cost	0.528
roadName	Heako-Ramgarh Road
chainage	0.131
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.8929441 
lon	91.6756382 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121131&vRoadID=80&vSurveyYear=2013&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121131&vRoadID=80&vSurveyYear=2013&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121131&vRoadID=80&vSurveyYear=2013&vSubdivID=271
