road	R152
km	10.419
type	Steel Beam & RCC Slab
lrpName	LRP010c
name	Borobil Bridge
length	15.23
condition	C
structureNr	121120
est cost	0.161
roadName	Heako-Ramgarh Road
chainage	10.419
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.9645278 
lon	91.6956386 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121120&vRoadID=80&vSurveyYear=2013&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121120&vRoadID=80&vSurveyYear=2013&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121120&vRoadID=80&vSurveyYear=2013&vSubdivID=271
