road	Z8703
km	7.068
type	Box Culvert
lrpName	LRP007d
name	.
length	2
condition	A
structureNr	112165
est cost	0
roadName	Jhalokati (Dhanshiri)-Kawkhali Road
chainage	7.068
width	12.8
constructionYear	1994
spans	1
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.62361111111111
lon	90.10138888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112165&vRoadID=774&vSurveyYear=2004&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112165&vRoadID=774&vSurveyYear=2004&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112165&vRoadID=774&vSurveyYear=2004&vSubdivID=584
