road	R180
km	5.004
type	Box Culvert
lrpName	LRP005c
name	South Kotobdia
length	7.3
condition	B
structureNr	114355
est cost	0.44
roadName	Laharpur-Jhinukmarket-Laboni More Road
chainage	5.004
width	7.3
constructionYear	1992
spans	2
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.441083333333335
lon	91.96525
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114355&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114355&vRoadID=89&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114355&vRoadID=89&vSurveyYear=2004&vSubdivID=282
